slug_game,discipline,event,medal_type,athlete_name,country,address,latitude,longitude
2022-beijing,Snowboard,Men's Snowboard Halfpipe,GOLD,Ayumu HIRANO,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Snowboard,Men's Snowboard Halfpipe,SILVER,Scotty JAMES,Australia,Canberra,-35.2975906,149.1012676
2022-beijing,Snowboard,Men's Snowboard Halfpipe,BRONZE,Jan SCHERRER,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Speed Skating,Men's 10000m,GOLD,Nils van der POEL,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Speed Skating,Men's 10000m,SILVER,Patrick ROEST,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Men's 10000m,BRONZE,Davide GHIOTTO,Italy,Rome,41.8933203,12.4829321
2022-beijing,Biathlon,Men's 10km Sprint,GOLD,Johannes Thingnes BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 10km Sprint,SILVER,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 10km Sprint,BRONZE,Tarjei BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,GOLD,Natalia NEPRYAEVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,GOLD,Tatiana SORINA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,GOLD,Veronika STEPANOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,GOLD,Yulia STUPAK,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,SILVER,Katharina HENNIG,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,SILVER,Sofie KREHL,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,SILVER,Victoria CARL,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,SILVER,Katherine SAUERBREY,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,BRONZE,Ebba ANDERSSON,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,BRONZE,Maja DAHLQVIST,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,BRONZE,Frida KARLSSON,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's 4 x 5km Relay,BRONZE,Jonna SUNDLING,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Skeleton,Women,GOLD,Hannah NEISE,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Skeleton,Women,SILVER,Jaclyn NARRACOTT,Australia,Canberra,-35.2975906,149.1012676
2022-beijing,Skeleton,Women,BRONZE,Kimberley BOS,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Ski Jumping,Men's Large Hill Individual,GOLD,Marius LINDVIK,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Ski Jumping,Men's Large Hill Individual,SILVER,Ryoyu KOBAYASHI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Ski Jumping,Men's Large Hill Individual,BRONZE,Karl GEIGER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Snowboard,Mixed Team Snowboard Cross,GOLD,Lindsey JACOBELLIS,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Snowboard,Mixed Team Snowboard Cross,GOLD,Nick BAUMGARTNER,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Snowboard,Mixed Team Snowboard Cross,SILVER,Omar VISINTIN,Italy,Rome,41.8933203,12.4829321
2022-beijing,Snowboard,Mixed Team Snowboard Cross,SILVER,Michela MOIOLI,Italy,Rome,41.8933203,12.4829321
2022-beijing,Snowboard,Mixed Team Snowboard Cross,BRONZE,Eliot GRONDIN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Snowboard,Mixed Team Snowboard Cross,BRONZE,Meryeta ODINE,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Speed Skating,Men's 500m,GOLD,Tingyu GAO,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Speed Skating,Men's 500m,SILVER,Min Kyu CHA,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Speed Skating,Men's 500m,BRONZE,Wataru MORISHIGE,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Alpine Skiing,Men's Giant Slalom,GOLD,Marco ODERMATT,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Alpine Skiing,Men's Giant Slalom,SILVER,Zan KRANJEC,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Alpine Skiing,Men's Giant Slalom,BRONZE,Mathieu FAIVRE,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 12.5km Pursuit,GOLD,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 12.5km Pursuit,SILVER,Tarjei BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 12.5km Pursuit,BRONZE,Eduard LATYPOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Women's 10km Pursuit,GOLD,Marte Olsbu ROEISELAND,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Women's 10km Pursuit,SILVER,Elvira OEBERG,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Biathlon,Women's 10km Pursuit,BRONZE,Tiril ECKHOFF,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,GOLD,Denis SPITSOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,GOLD,Alexander BOLSHUNOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,GOLD,Sergey USTIUGOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,GOLD,Alexey CHERVOTKIN,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Johannes Hoesflot KLAEBO,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Emil IVERSEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Paal GOLBERG,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,SILVER,Hans Christer HOLUND,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Richard JOUVE,France,Paris,48.8588897,2.320041022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Hugo LAPALUS,France,Paris,48.8588897,2.320041022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Maurice MANIFICAT,France,Paris,48.8588897,2.320041022
2022-beijing,Cross-Country Skiing,Men's 4 x 10km Relay,BRONZE,Clement PARISSE,France,Paris,48.8588897,2.320041022
2022-beijing,Short Track Speed Skating,Men's 500m,GOLD,Shaoang LIU,Hungary,Budapest,47.4979937,19.0403594
2022-beijing,Short Track Speed Skating,Men's 500m,SILVER,Konstantin IVLIEV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Short Track Speed Skating,Men's 500m,BRONZE,Steven DUBOIS,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Selma POUTSMA,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Suzanne SCHULTING,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Xandra VELZEBOER,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,GOLD,Yara van KERKHOF,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,Minjeong CHOI,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,Yubin LEE,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,A Lang KIM,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,SILVER,Whimin SEO,Republic of Korea,Republic of Korea,36.638392,127.6961188
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Kexin FAN,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Chunyu QU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Yutong HAN,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Chutong ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Short Track Speed Skating,Women's 3000m Relay,BRONZE,Yuting ZHANG,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Speed Skating,Women's 500m,GOLD,Erin JACKSON,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Speed Skating,Women's 500m,SILVER,Miho TAKAGI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Women's 500m,BRONZE,Angelina GOLIKOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Bobsleigh,Women's Monobob,GOLD,Kaillie HUMPHRIES,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Bobsleigh,Women's Monobob,SILVER,Elana MEYERS TAYLOR,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Bobsleigh,Women's Monobob,BRONZE,Christine de BRUIN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Figure Skating,Ice Dance,GOLD,Gabriella PAPADAKIS,France,Paris,48.8588897,2.320041022
2022-beijing,Figure Skating,Ice Dance,GOLD,Guillaume CIZERON,France,Paris,48.8588897,2.320041022
2022-beijing,Figure Skating,Ice Dance,SILVER,Nikita KATSALAPOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Ice Dance,SILVER,Victoria SINITSINA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Figure Skating,Ice Dance,BRONZE,Zachary DONOHUE,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Figure Skating,Ice Dance,BRONZE,Madison HUBBELL,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Freestyle Skiing,Women's Aerials,GOLD,Mengtao XU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Women's Aerials,SILVER,Hanna HUSKOVA,Belarus,Minsk,53.9024716,27.5618225
2022-beijing,Freestyle Skiing,Women's Aerials,BRONZE,Megan NICK,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Ski Jumping,Men's Team,GOLD,Jan HOERL,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Ski Jumping,Men's Team,GOLD,Daniel HUBER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Ski Jumping,Men's Team,GOLD,Stefan KRAFT,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Ski Jumping,Men's Team,GOLD,Manuel FETTNER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Ski Jumping,Men's Team,SILVER,Peter PREVC,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Men's Team,SILVER,Cene PREVC,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Men's Team,SILVER,Lovro KOS,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Men's Team,SILVER,Timi ZAJC,Slovenia,Ljubljana,46.0500268,14.5069289
2022-beijing,Ski Jumping,Men's Team,BRONZE,Karl GEIGER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Ski Jumping,Men's Team,BRONZE,Constantin SCHMID,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Ski Jumping,Men's Team,BRONZE,Markus EISENBICHLER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Ski Jumping,Men's Team,BRONZE,Stephan LEYHE,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Alpine Skiing,Women's Downhill,GOLD,Corinne SUTER,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Alpine Skiing,Women's Downhill,SILVER,Sofia GOGGIA,Italy,Rome,41.8933203,12.4829321
2022-beijing,Alpine Skiing,Women's Downhill,BRONZE,Nadia DELAGO,Italy,Rome,41.8933203,12.4829321
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Tarjei BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Sturla Holm LAEGREID,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Johannes Thingnes BOE,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 4x7.5km Relay,GOLD,Vetle Sjaastad CHRISTIANSEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Fabien CLAUDE,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Simon DESTHIEUX,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Quentin FILLON MAILLET,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 4x7.5km Relay,SILVER,Emilien JACQUELIN,France,Paris,48.8588897,2.320041022
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Said Karimulla KHALILI,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Maxim TSVETKOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Alexander LOGINOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Men's 4x7.5km Relay,BRONZE,Eduard LATYPOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Bobsleigh,2-man,GOLD,Francesco FRIEDRICH,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Bobsleigh,2-man,GOLD,Thorsten MARGIS,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Bobsleigh,2-man,SILVER,Florian BAUER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Bobsleigh,2-man,SILVER,Johannes LOCHNER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Bobsleigh,2-man,BRONZE,Christoph HAFER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Bobsleigh,2-man,BRONZE,Matthias SOMMER,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Freestyle Skiing,Women's Freeski Slopestyle,GOLD,Mathilde GREMAUD,Switzerland,Bern,46.9482713,7.4514512
2022-beijing,Freestyle Skiing,Women's Freeski Slopestyle,SILVER,Ailing Eileen GU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Women's Freeski Slopestyle,BRONZE,Kelly SILDARU,Estonia,Tallinn,59.4372155,24.7453688
2022-beijing,Nordic Combined,Individual Gundersen Large Hill/10km,GOLD,Joergen GRAABAK,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Nordic Combined,Individual Gundersen Large Hill/10km,SILVER,Jens Luraas OFTEBRO,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Nordic Combined,Individual Gundersen Large Hill/10km,BRONZE,Akito WATABE,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Snowboard,Men's Snowboard Big Air,GOLD,Yiming SU,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Snowboard,Men's Snowboard Big Air,SILVER,Mons ROISLAND,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Snowboard,Men's Snowboard Big Air,BRONZE,Max PARROT,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Snowboard,Women's Snowboard Big Air,GOLD,Anna GASSER,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Snowboard,Women's Snowboard Big Air,SILVER,Zoi SADOWSKI SYNNOTT,New Zealand,Wellington,-41.2887953,174.7772114
2022-beijing,Snowboard,Women's Snowboard Big Air,BRONZE,Kokomo MURASE,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Men's Team Pursuit,GOLD,Peder KONGSHAUG,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Speed Skating,Men's Team Pursuit,GOLD,Hallgeir ENGEBRAATEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Speed Skating,Men's Team Pursuit,GOLD,Sverre Lunde PEDERSEN,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Speed Skating,Men's Team Pursuit,SILVER,Ruslan ZAKHAROV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Speed Skating,Men's Team Pursuit,SILVER,Sergei TROFIMOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Speed Skating,Men's Team Pursuit,SILVER,Daniil ALDOSHKIN,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Speed Skating,Men's Team Pursuit,BRONZE,Emery LEHMAN,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Speed Skating,Men's Team Pursuit,BRONZE,Joey MANTIA,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Speed Skating,Men's Team Pursuit,BRONZE,Casey DAWSON,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Speed Skating,Men's Team Pursuit,BRONZE,Ethan CEPURAN,United States of America,United States of America,39.7837304,-100.445882
2022-beijing,Speed Skating,Women's Team Pursuit,GOLD,Isabelle WEIDEMANN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Speed Skating,Women's Team Pursuit,GOLD,Ivanie BLONDIN,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Speed Skating,Women's Team Pursuit,GOLD,Valerie MALTAIS,Canada,Ottawa,45.4211435,-75.6900574
2022-beijing,Speed Skating,Women's Team Pursuit,SILVER,Miho TAKAGI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Women's Team Pursuit,SILVER,Nana TAKAGI,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Women's Team Pursuit,SILVER,Ayano SATO,Japan,Tokyo,35.6828387,139.7594549
2022-beijing,Speed Skating,Women's Team Pursuit,BRONZE,Irene SCHOUTEN,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Women's Team Pursuit,BRONZE,Ireen WUST,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Women's Team Pursuit,BRONZE,Antoinette de JONG,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Speed Skating,Women's Team Pursuit,BRONZE,Marijke GROENEWOUD,Netherlands,Amsterdam,52.3727598,4.8936041
2022-beijing,Alpine Skiing,Men's Slalom,GOLD,Clement NOEL,France,Paris,48.8588897,2.320041022
2022-beijing,Alpine Skiing,Men's Slalom,SILVER,Johannes STROLZ,Austria,Vienna,48.2083537,16.3725042
2022-beijing,Alpine Skiing,Men's Slalom,BRONZE,Sebastian FOSS-SOLEVAAG,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Biathlon,Women's 4x6km Relay,GOLD,Elvira OEBERG,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Biathlon,Women's 4x6km Relay,GOLD,Hanna OEBERG,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Biathlon,Women's 4x6km Relay,GOLD,Mona BRORSSON,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Biathlon,Women's 4x6km Relay,GOLD,Linn PERSSON,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Biathlon,Women's 4x6km Relay,SILVER,Kristina REZTSOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Women's 4x6km Relay,SILVER,Irina KAZAKEVICH,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Women's 4x6km Relay,SILVER,Svetlana MIRONOVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Women's 4x6km Relay,SILVER,Uliana NIGMATULLINA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Biathlon,Women's 4x6km Relay,BRONZE,Denise HERRMANN,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Biathlon,Women's 4x6km Relay,BRONZE,Franziska PREUSS,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Biathlon,Women's 4x6km Relay,BRONZE,Vanessa HINZ,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Biathlon,Women's 4x6km Relay,BRONZE,Vanessa VOIGT,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Men's Team Sprint Classic,GOLD,Erik VALNES,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's Team Sprint Classic,GOLD,Johannes Hoesflot KLAEBO,Norway,Oslo,59.9133301,10.7389701
2022-beijing,Cross-Country Skiing,Men's Team Sprint Classic,SILVER,Iivo NISKANEN,Finland,Helsinki,60.1674881,24.9427473
2022-beijing,Cross-Country Skiing,Men's Team Sprint Classic,SILVER,Joni MAKI,Finland,Helsinki,60.1674881,24.9427473
2022-beijing,Cross-Country Skiing,Men's Team Sprint Classic,BRONZE,Alexander TERENTEV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Men's Team Sprint Classic,BRONZE,Alexander BOLSHUNOV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's Team Sprint Classic,GOLD,Katharina HENNIG,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Women's Team Sprint Classic,GOLD,Victoria CARL,Germany,Berlin,52.5170365,13.3888599
2022-beijing,Cross-Country Skiing,Women's Team Sprint Classic,SILVER,Maja DAHLQVIST,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's Team Sprint Classic,SILVER,Jonna SUNDLING,Sweden,Stockholm,59.3251172,18.0710935
2022-beijing,Cross-Country Skiing,Women's Team Sprint Classic,BRONZE,Natalia NEPRYAEVA,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Cross-Country Skiing,Women's Team Sprint Classic,BRONZE,Yulia STUPAK,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Freestyle Skiing,Men's Aerials,GOLD,Guangpu QI,People's Republic of China,People's Republic of China,35.000074,104.999927
2022-beijing,Freestyle Skiing,Men's Aerials,SILVER,Oleksandr ABRAMENKO,Ukraine,Kiev,50.4500336,30.5241361
2022-beijing,Freestyle Skiing,Men's Aerials,BRONZE,Ilia BUROV,ROC,Moscow,55.7504461,37.6174943
2022-beijing,Freestyle Skiing,Men's Freeski Slopestyle,GOLD,Alexander HALL,United States of America,United States of America,39.7837304,-100.445882
